Make,Model,Mileage,Year,Salesperson,Customer Name,Cost Price,Service Cost,Profit
Ford,Mustang,100753,2021,Michael Brown,Elizabeth Garcia,41219,2067,9741
Ford,Bronco,35086,2016,Sarah Wilson,Jennifer Jones,34228,1113,7531
Ford,Mustang,5792,2019,Sarah Wilson,John Johnson,39722,1273,8124
Ford,Bronco,6302,2017,Michael Brown,Linda Martinez,41741,1206,2598
Ford,Escape,95435,2016,Sarah Wilson,William Jones,30853,2607,6975
Ford,Bronco,52470,2021,Emily Davis,Patricia Jones,19020,1302,4169
Ford,Mustang,74367,2024,Sarah Wilson,Michael Johnson,33074,2128,9427
Ford,Explorer,112794,2015,Emily Davis,William Miller,35082,786,8055
Ford,Bronco,81234,2015,Sarah Wilson,Patricia Miller,47161,2840,7595
Ford,Escape,22346,2019,John Carter,Mary Davis,44960,2070,5470
Ford,Mustang,109073,2024,Sarah Wilson,James Martinez,30460,2996,6227
Ford,F-150,34214,2017,Sarah Wilson,Jennifer Brown,16461,2285,4133
Ford,Escape,37947,2020,Michael Brown,Michael Jones,42714,2412,5624
Ford,Mustang,20924,2015,Emily Davis,William Williams,44805,531,6465
Ford,Edge,11541,2022,Michael Brown,John Smith,40722,831,8641
Ford,Bronco,95923,2019,Emily Davis,William Garcia,23147,536,5540
Ford,Escape,64102,2016,Sarah Wilson,John Jones,16872,617,6934
Ford,Escape,51650,2021,Emily Davis,William Johnson,17222,2774,2504
Ford,Explorer,78040,2023,Emily Davis,Patricia Davis,33872,2195,6642
Ford,Mustang,60298,2015,John Carter,Robert Garcia,44685,2942,9767
Ford,Edge,28911,2023,Emily Davis,Michael Brown,40564,1939,7372
Ford,Bronco,23698,2023,Michael Brown,Patricia Rodriguez,39689,556,4078
Ford,Explorer,47671,2015,Emily Davis,Robert Williams,35503,1644,4065
Ford,Edge,41243,2019,Sarah Wilson,Robert Martinez,26927,1141,4372
Ford,Mustang,94008,2016,Michael Brown,James Jones,42474,2229,9993
Ford,F-150,93231,2018,Sarah Wilson,John Martinez,36220,2078,3766
Ford,Bronco,74393,2022,Michael Brown,William Miller,31914,878,3783
Ford,Bronco,71995,2022,John Carter,Patricia Smith,21828,2972,6236
Ford,Escape,118129,2022,John Carter,William Williams,19972,2421,9169
Ford,F-150,57221,2020,Sarah Wilson,John Brown,45912,2831,8686
Ford,F-150,70791,2024,Sarah Wilson,Linda Jones,34760,2626,5714
Ford,Mustang,26997,2023,Michael Brown,Linda Brown,32975,1801,9055
Ford,F-150,34583,2018,Emily Davis,John Brown,19625,2761,381
Ford,Mustang,44035,2020,Sarah Wilson,Patricia Smith,35561,1143,6709
Ford,Explorer,93416,2017,John Carter,James Rodriguez,23696,2510,7916
Ford,Edge,94266,2018,John Carter,Jennifer Rodriguez,17931,2432,3255
Ford,Edge,44657,2016,Sarah Wilson,Jennifer Davis,48891,599,4459
Ford,F-150,16148,2022,Sarah Wilson,Elizabeth Garcia,18627,829,6431
Ford,Escape,53649,2023,Sarah Wilson,William Rodriguez,33181,546,9652
Ford,Escape,43991,2019,Sarah Wilson,Mary Martinez,28130,1572,7103
Ford,Mustang,98417,2017,John Carter,Patricia Johnson,39734,2846,4411
Ford,Mustang,39249,2019,Michael Brown,John Smith,49240,643,2010
Ford,Escape,44045,2018,Sarah Wilson,Patricia Jones,20294,2187,4869
Ford,Edge,59035,2020,Sarah Wilson,Jennifer Johnson,26795,2001,4216
Ford,Mustang,113723,2019,John Carter,Elizabeth Brown,46907,544,9901
Ford,Explorer,16021,2024,Sarah Wilson,Robert Miller,32599,1132,4774
Ford,Mustang,111747,2021,Emily Davis,Mary Brown,23523,1577,5442
Ford,Edge,119248,2022,Emily Davis,John Miller,17388,2611,2731
Ford,F-150,106525,2020,Michael Brown,Michael Brown,45798,1128,6959
Ford,F-150,90587,2023,Emily Davis,Jennifer Garcia,31740,789,8623
Ford,Escape,117790,2017,John Carter,Michael Smith,45948,2211,6064
Ford,Edge,102012,2015,Emily Davis,Elizabeth Brown,35749,1333,7303
Ford,Mustang,77840,2015,Emily Davis,Linda Miller,20636,1046,3655
Ford,Mustang,105435,2017,Emily Davis,John Rodriguez,46605,2886,8067
Ford,F-150,109242,2019,Michael Brown,William Williams,17267,2138,9792
Ford,Edge,21300,2021,John Carter,Michael Brown,42703,816,4120
Ford,F-150,46963,2023,Michael Brown,William Smith,46447,2259,2000
Ford,Escape,12133,2021,Michael Brown,Mary Rodriguez,28210,891,7612
Ford,Escape,105228,2019,John Carter,James Brown,20743,1427,9149
Ford,F-150,41190,2023,Emily Davis,Robert Jones,21283,913,4949
Ford,Escape,22260,2019,John Carter,Michael Brown,17555,759,677
Ford,Escape,98873,2023,Emily Davis,Robert Davis,23672,2588,5907
Ford,Explorer,68483,2022,Michael Brown,Mary Williams,20215,2411,7729
Ford,Bronco,99624,2018,Michael Brown,Jennifer Jones,30402,700,7807
Ford,Escape,29250,2016,Sarah Wilson,Patricia Smith,25605,2318,163
Ford,Mustang,52370,2022,Michael Brown,Jennifer Rodriguez,44047,2538,2767
Ford,Mustang,74346,2016,Michael Brown,Mary Davis,27550,2413,-2060
Ford,Explorer,110922,2024,Emily Davis,James Davis,20641,1096,7974
Ford,Escape,38837,2021,John Carter,Robert Williams,33125,1080,2764
Ford,Edge,73871,2021,Emily Davis,Michael Miller,32149,2458,9072
Ford,F-150,41104,2021,Michael Brown,James Jones,47969,942,3496
Ford,Escape,22376,2022,Michael Brown,Michael Brown,30803,2494,7351
Ford,Explorer,35356,2015,Emily Davis,James Davis,34827,2269,6979
Ford,Bronco,96729,2021,Sarah Wilson,William Martinez,22881,1847,5606
Ford,Mustang,11727,2015,John Carter,Robert Miller,26405,2008,2665
Ford,Mustang,11651,2016,John Carter,James Williams,45802,2485,8051
Ford,Escape,15967,2017,Michael Brown,James Martinez,31423,2442,3158
Ford,F-150,73068,2019,John Carter,Patricia Rodriguez,15744,2908,2431
Ford,Mustang,40448,2017,John Carter,Robert Rodriguez,24794,2657,9546
Ford,Bronco,46074,2016,Michael Brown,Michael Martinez,32283,2075,9160
Ford,Bronco,75158,2015,Michael Brown,John Miller,33457,1469,7930
Ford,Escape,62379,2022,Michael Brown,Mary Garcia,31691,1387,9169
Ford,Edge,92875,2021,John Carter,Robert Rodriguez,37825,2537,6200
Ford,F-150,51999,2024,Sarah Wilson,James Davis,43833,632,4804
Ford,Explorer,98697,2020,Sarah Wilson,John Johnson,23617,1581,4172
Ford,Escape,102244,2021,Emily Davis,John Rodriguez,31468,1683,2593
Ford,F-150,119659,2021,Emily Davis,John Rodriguez,18090,1711,-4375
Ford,Explorer,37707,2017,Emily Davis,Linda Williams,18931,687,2673
Ford,Edge,33306,2015,John Carter,John Garcia,31147,2955,8529
Ford,Edge,115597,2015,John Carter,Michael Johnson,24406,1385,4673
Ford,Mustang,100595,2019,Emily Davis,Elizabeth Rodriguez,18353,1515,2595
Ford,Mustang,51851,2018,Emily Davis,Linda Smith,19974,984,6613
Ford,Edge,105412,2020,Emily Davis,Linda Garcia,38336,2526,4723
Ford,Explorer,60565,2022,John Carter,William Jones,48946,910,6823
Ford,Mustang,50098,2015,Michael Brown,Elizabeth Brown,38242,2220,3141
Ford,Explorer,20025,2023,Emily Davis,Linda Johnson,47856,2148,4935
Ford,Bronco,31042,2015,Michael Brown,Linda Garcia,19104,1135,3066
Ford,Edge,79504,2016,Emily Davis,James Smith,35929,1164,9971
Ford,Explorer,101929,2016,John Carter,William Williams,44266,2642,8261
Ford,Edge,38920,2017,Emily Davis,Linda Johnson,49486,747,9717
Ford,Edge,23613,2020,Emily Davis,Robert Martinez,16022,2306,8975
Ford,F-150,57825,2020,Sarah Wilson,Jennifer Williams,19145,2019,5540
Ford,Mustang,83924,2015,John Carter,William Johnson,38533,2818,5839
Ford,Mustang,70991,2015,Emily Davis,William Davis,33389,1237,8508
Ford,Explorer,40023,2022,Sarah Wilson,Mary Smith,29355,771,4802
Ford,Explorer,76699,2019,Emily Davis,Robert Brown,24374,2377,6989
Ford,Explorer,9962,2019,Emily Davis,Elizabeth Smith,15877,1531,326
Ford,Edge,93409,2018,Sarah Wilson,Patricia Smith,26083,1550,7014
Ford,Explorer,70945,2018,Emily Davis,James Davis,30299,734,2565
Ford,Bronco,29846,2024,Michael Brown,Robert Miller,22057,1529,9997
Ford,Mustang,104328,2015,Michael Brown,Patricia Brown,30042,709,9293
Ford,Escape,119480,2024,Michael Brown,Robert Davis,19539,949,891
Ford,Escape,95691,2024,Michael Brown,William Johnson,46719,1137,8373
Ford,Explorer,7693,2019,Michael Brown,Mary Smith,16744,2632,3300
Ford,Bronco,38712,2017,John Carter,Jennifer Miller,37927,1102,7491
Ford,Edge,7414,2015,Michael Brown,James Smith,16445,2948,8826
Ford,F-150,67572,2022,Michael Brown,Mary Rodriguez,35027,2822,4394
Ford,F-150,101989,2023,Sarah Wilson,Robert Johnson,42146,596,4734
Ford,Escape,77941,2022,Michael Brown,William Miller,25147,2101,7088
Ford,Escape,112820,2023,Michael Brown,John Smith,27794,2638,9246
Ford,F-150,77237,2015,Emily Davis,Robert Jones,41149,953,5215
Ford,Edge,44130,2020,John Carter,Patricia Rodriguez,21128,1652,3462
Ford,Escape,45611,2019,Sarah Wilson,Patricia Rodriguez,42516,2135,7788
Ford,Mustang,114157,2016,John Carter,Patricia Rodriguez,19711,1727,4744
Ford,Bronco,33330,2022,Michael Brown,Mary Jones,33666,2165,2010
Ford,Explorer,36328,2020,John Carter,William Williams,37126,1138,4694
Ford,Bronco,74923,2018,John Carter,Mary Williams,16871,786,8086
Ford,Escape,49199,2016,John Carter,Elizabeth Johnson,42005,903,7358
Ford,F-150,48917,2018,Michael Brown,Elizabeth Smith,20154,1044,870
Ford,Mustang,27150,2016,Sarah Wilson,John Miller,41294,1002,8164
Ford,Mustang,51934,2017,John Carter,John Williams,39181,2933,7570
Ford,Explorer,29593,2024,John Carter,Mary Smith,18636,2107,5224
Ford,Bronco,58880,2017,Emily Davis,Linda Williams,43939,2977,7666
Ford,Bronco,47037,2019,Sarah Wilson,Mary Johnson,49893,708,3424
Ford,Escape,95204,2019,John Carter,Patricia Brown,45101,2437,6372
Ford,Explorer,91133,2019,John Carter,Michael Johnson,36215,2084,8153
Ford,Mustang,83512,2016,Michael Brown,James Jones,47771,690,6909
Ford,Bronco,61380,2020,Michael Brown,William Smith,49818,907,6754
Ford,Bronco,40474,2024,Sarah Wilson,Mary Jones,43865,626,2310
Ford,F-150,96556,2017,John Carter,William Miller,39332,1336,5297
Ford,Escape,64706,2024,Sarah Wilson,William Jones,32168,2459,4278
Ford,Edge,117794,2015,Emily Davis,John Jones,35058,890,4077
Ford,Bronco,48692,2019,Michael Brown,Michael Johnson,31991,2530,8833
Ford,Escape,80636,2024,Emily Davis,John Smith,32364,1491,5648
Ford,F-150,48374,2019,Michael Brown,Mary Jones,15446,2013,6534
Ford,F-150,30559,2015,John Carter,Elizabeth Martinez,33610,1748,9862
Ford,F-150,92764,2021,Sarah Wilson,James Brown,19294,1330,9440
Ford,Bronco,70581,2018,Sarah Wilson,Linda Smith,43271,2800,5111
Ford,Mustang,74274,2019,John Carter,John Jones,21875,1828,8098
Ford,Explorer,40340,2024,John Carter,William Johnson,29921,1807,5837
Ford,Bronco,112431,2018,Michael Brown,Robert Miller,27533,1035,5110
Ford,Escape,75798,2018,John Carter,Jennifer Davis,40860,2753,7503
Ford,Bronco,82340,2016,Emily Davis,Robert Smith,15372,1876,3026
Ford,Bronco,23753,2017,Sarah Wilson,Jennifer Davis,16115,2256,2941
Ford,Escape,65757,2016,John Carter,Elizabeth Davis,24371,1096,2000
Ford,Bronco,94265,2017,Michael Brown,Mary Rodriguez,26019,2777,9594
Ford,Escape,39660,2023,Michael Brown,William Johnson,35274,1082,4038
Ford,Explorer,32998,2018,John Carter,Linda Smith,19709,990,8582
Ford,Edge,50483,2019,Emily Davis,Mary Davis,23338,2741,3755
Ford,Edge,84232,2016,Michael Brown,Patricia Miller,22283,550,8536
Ford,Bronco,29309,2015,Michael Brown,Linda Williams,15146,2071,5811
Ford,Edge,73396,2022,Sarah Wilson,Jennifer Martinez,48667,2001,3379
Ford,Bronco,45382,2022,John Carter,Michael Smith,34543,2712,6881
Ford,Explorer,110210,2015,Michael Brown,Mary Miller,20979,1634,4228
Ford,Edge,65450,2015,John Carter,Michael Martinez,41192,2152,5476
Ford,Explorer,61375,2022,Emily Davis,Mary Miller,30857,770,6780
Ford,Edge,76413,2024,Michael Brown,James Miller,18997,2345,7766
Ford,Escape,70078,2019,Emily Davis,Elizabeth Johnson,31344,1961,4343
Ford,Edge,110009,2020,Michael Brown,John Garcia,40994,913,2024
Ford,Mustang,82454,2024,Michael Brown,Patricia Brown,38229,569,3362
Ford,Mustang,50668,2023,Michael Brown,Linda Davis,27261,885,7676
Ford,Edge,27177,2017,Michael Brown,James Miller,15346,2364,8425
Ford,Bronco,49522,2020,Emily Davis,Patricia Davis,29149,919,4800
Ford,F-150,63562,2017,John Carter,Michael Martinez,34164,636,8413
Ford,Mustang,105633,2021,John Carter,William Brown,23188,2476,6414
Ford,Explorer,86920,2020,Emily Davis,James Garcia,44023,2384,3459
Ford,Edge,45821,2020,Michael Brown,Jennifer Williams,41010,725,5820
Ford,Explorer,58190,2018,Michael Brown,Patricia Rodriguez,40751,1381,9140
Ford,Explorer,8575,2019,John Carter,Mary Jones,19696,2516,6343
Ford,Bronco,92227,2022,John Carter,William Miller,22709,542,9507
Ford,Escape,30800,2017,John Carter,Jennifer Williams,42555,1577,4470
Ford,Escape,81904,2022,Sarah Wilson,James Brown,22308,2609,9431
Ford,Escape,31357,2021,John Carter,William Brown,33701,2763,4491
Ford,Explorer,57170,2021,Sarah Wilson,William Brown,31649,2208,2981
Ford,Explorer,85996,2021,Emily Davis,Linda Rodriguez,48345,747,8404
Ford,Mustang,85416,2018,Sarah Wilson,Michael Williams,36138,2809,5064
Ford,Escape,11386,2022,John Carter,Robert Martinez,21489,2224,4170
Ford,F-150,80240,2016,John Carter,Linda Davis,16330,2687,4748
Ford,Edge,97378,2024,John Carter,James Jones,46775,1688,2911
Ford,F-150,56570,2022,John Carter,Mary Miller,48367,1134,9964
Ford,Bronco,25583,2015,John Carter,Mary Miller,30008,2072,9219
Ford,Escape,9242,2015,Michael Brown,Linda Rodriguez,39622,1989,9993
Ford,Explorer,105626,2022,Michael Brown,James Rodriguez,20748,1738,3612
Ford,Bronco,44694,2020,Sarah Wilson,John Jones,16089,1313,2327
Ford,Escape,59980,2016,Michael Brown,Robert Miller,26310,2104,6959
Ford,Edge,32979,2018,Emily Davis,James Garcia,24893,1027,9463
Ford,Escape,19651,2023,John Carter,Elizabeth Johnson,18881,2852,9098
Ford,Explorer,23317,2021,Emily Davis,Linda Miller,27424,1436,9778
Ford,Mustang,13709,2023,Sarah Wilson,Elizabeth Smith,27809,1976,5356
Ford,Explorer,73062,2020,Sarah Wilson,William Garcia,42494,2300,-3315
Ford,Edge,59203,2022,Michael Brown,Elizabeth Jones,48474,1624,9342
Ford,Mustang,66628,2023,John Carter,Robert Garcia,44252,1410,7172
Ford,Mustang,19462,2023,John Carter,Mary Johnson,30376,2727,2362
Ford,F-150,47132,2016,Sarah Wilson,James Smith,30765,1228,4218
Ford,F-150,15429,2021,Sarah Wilson,Jennifer Johnson,27049,1158,5726
Ford,Escape,28705,2016,John Carter,Jennifer Johnson,37310,1546,3057
Ford,Escape,56724,2015,John Carter,Michael Davis,18314,1253,3469
Ford,Mustang,73740,2023,Sarah Wilson,Mary Williams,44439,1247,4479
Ford,Edge,37431,2016,Emily Davis,Michael Davis,17892,1184,8140
Ford,Explorer,8168,2024,Michael Brown,Linda Johnson,29174,1835,-585
Ford,Edge,52813,2018,Michael Brown,Michael Brown,23609,2852,166
Ford,Edge,21320,2016,Michael Brown,Patricia Garcia,46834,2534,6723
Ford,Bronco,103730,2024,John Carter,Mary Garcia,26073,1748,127
Ford,Bronco,105312,2016,Michael Brown,William Garcia,29086,683,9392
Ford,F-150,21963,2023,John Carter,William Garcia,28538,1568,9895
Ford,Explorer,31577,2021,Michael Brown,William Rodriguez,30219,901,6826
Ford,F-150,49030,2021,John Carter,John Johnson,17232,2327,7159
Ford,Escape,108146,2015,Sarah Wilson,William Williams,39525,1110,8662
Ford,Mustang,13477,2015,Michael Brown,William Johnson,45758,2272,6159
Ford,Escape,80968,2024,John Carter,Jennifer Rodriguez,40095,909,9003
Ford,Explorer,61038,2020,Emily Davis,William Rodriguez,43301,1595,-2563
Ford,F-150,119587,2023,Emily Davis,James Rodriguez,34160,2309,3501
Ford,Edge,111194,2016,Sarah Wilson,Michael Davis,31281,1211,4091
Ford,Explorer,64874,2023,Sarah Wilson,James Miller,35259,1682,2423
Ford,Bronco,33356,2018,Michael Brown,Mary Davis,22174,2147,5478
Ford,Explorer,100547,2023,Emily Davis,Robert Johnson,26109,720,9266
Ford,Bronco,91594,2020,Emily Davis,Robert Martinez,37901,670,2850
Ford,Explorer,32152,2016,Emily Davis,Jennifer Jones,23883,1131,8677
Ford,Explorer,30648,2016,Michael Brown,John Smith,26299,801,7064
Ford,Edge,115224,2021,John Carter,Mary Rodriguez,32163,588,6924
Ford,Edge,106042,2015,Michael Brown,James Miller,20702,1559,6903
Ford,Escape,49181,2016,Sarah Wilson,John Garcia,34116,2052,7169
Ford,Explorer,51014,2015,Michael Brown,Mary Rodriguez,32791,1464,-1181
Ford,Escape,34139,2017,Michael Brown,Mary Jones,18256,2520,5394
Ford,Escape,75240,2018,Sarah Wilson,Jennifer Davis,23279,1888,2936
Ford,Mustang,78373,2022,John Carter,Robert Martinez,35856,2701,5142
Ford,Mustang,112825,2019,Emily Davis,Linda Jones,30166,1265,4373
Ford,Bronco,65746,2024,Michael Brown,John Martinez,22608,2901,9338
Ford,Edge,27430,2018,Michael Brown,William Williams,30034,2730,6468
Ford,Escape,31372,2022,John Carter,Mary Rodriguez,48915,2405,2840
Ford,Bronco,18481,2018,Emily Davis,Robert Garcia,38327,1625,3033
Ford,Explorer,100757,2021,Sarah Wilson,Patricia Smith,48425,1031,6822
Ford,Bronco,31195,2017,Michael Brown,Jennifer Rodriguez,35500,2693,7069
Ford,Edge,25839,2019,Sarah Wilson,Michael Rodriguez,15215,1203,4466
Ford,Bronco,40064,2020,Sarah Wilson,Linda Garcia,41955,2842,5214
Ford,Escape,64332,2019,John Carter,Linda Johnson,45346,889,4006
Ford,F-150,20060,2020,Emily Davis,William Davis,26387,2127,3053
Ford,Explorer,118323,2019,Emily Davis,Michael Johnson,25773,1839,8108
Ford,Mustang,63274,2019,Emily Davis,Michael Brown,36243,1296,6828
Ford,Edge,15628,2021,Emily Davis,Mary Johnson,16139,2365,9805
Ford,Mustang,16205,2018,Emily Davis,William Williams,35697,2549,3069
Ford,Mustang,79612,2015,John Carter,Mary Johnson,39244,1145,7672
Ford,Mustang,33286,2017,John Carter,James Jones,16163,2547,2229
Ford,Mustang,38005,2021,Sarah Wilson,Patricia Jones,27818,2241,4224
Ford,Mustang,24803,2022,Emily Davis,William Brown,35395,2638,8759
Ford,F-150,110504,2023,John Carter,Elizabeth Smith,24686,1149,8289
Ford,F-150,115058,2022,Sarah Wilson,Michael Williams,21869,1756,4642
Ford,Escape,98066,2016,John Carter,William Jones,35657,766,7066
Ford,Bronco,111499,2019,Michael Brown,William Brown,38759,2901,4738
Ford,Mustang,112739,2021,John Carter,Mary Brown,49324,2142,3436
Ford,Bronco,109782,2015,Michael Brown,Mary Jones,37342,2541,6599
Ford,Mustang,45372,2023,Emily Davis,Elizabeth Williams,19013,2993,9097
Ford,Escape,31067,2015,Emily Davis,Linda Garcia,28658,2185,9521
Ford,Explorer,50461,2023,Emily Davis,John Jones,17849,2374,4108
Ford,Explorer,98334,2019,Michael Brown,John Williams,37981,2852,9390
Ford,Explorer,39018,2020,Sarah Wilson,Linda Smith,27211,863,8966
Ford,Bronco,70074,2016,Sarah Wilson,Robert Davis,32497,2981,3213
Ford,Edge,75582,2015,John Carter,Michael Smith,33538,2918,6675
Ford,F-150,104656,2018,Emily Davis,Mary Garcia,45423,2601,6963
Ford,Explorer,111694,2017,Sarah Wilson,Elizabeth Smith,45649,2994,7830
Ford,Edge,105674,2018,Emily Davis,Elizabeth Miller,37332,1364,4624
Ford,Explorer,14906,2021,Sarah Wilson,Michael Martinez,27768,1483,7829
Ford,Bronco,90572,2018,Michael Brown,Michael Brown,40817,725,4235
Ford,Mustang,57637,2016,Sarah Wilson,Patricia Rodriguez,32030,836,2701
Ford,Mustang,92375,2022,Sarah Wilson,Robert Williams,25411,896,6700
Ford,Explorer,20514,2017,Michael Brown,John Johnson,38643,2229,6863
Ford,Bronco,49797,2022,John Carter,Michael Williams,34096,1073,7598
Ford,Edge,21043,2015,Sarah Wilson,Elizabeth Brown,27166,1635,777
Ford,Escape,88804,2021,John Carter,Mary Jones,35974,1695,3008
Ford,Explorer,12926,2020,Emily Davis,Mary Williams,35012,971,9081
Ford,F-150,114130,2021,Michael Brown,Patricia Martinez,49755,1086,8372
Ford,Explorer,110643,2022,Sarah Wilson,James Williams,24897,1356,8246
Ford,Mustang,63056,2024,John Carter,Patricia Williams,42583,2444,9053
Ford,Edge,108636,2015,John Carter,Jennifer Brown,36792,1298,5474
Ford,F-150,33927,2024,Sarah Wilson,Robert Jones,33574,527,6451
Ford,Bronco,54634,2016,Michael Brown,Elizabeth Miller,33866,1247,4962
Ford,Edge,109145,2018,John Carter,Elizabeth Johnson,47793,531,3637
Ford,Bronco,34314,2021,Sarah Wilson,Patricia Garcia,20964,930,6509
Ford,Bronco,37219,2015,Sarah Wilson,James Garcia,20321,912,2277
Ford,Mustang,62508,2017,Sarah Wilson,John Smith,32325,1752,7608
Ford,Edge,93279,2024,Emily Davis,Michael Davis,41579,627,3933
Ford,Edge,115857,2019,Sarah Wilson,James Martinez,49524,2670,7983
Ford,Bronco,9159,2021,Michael Brown,Mary Rodriguez,34935,1918,2606
Ford,Edge,68182,2016,Sarah Wilson,Elizabeth Miller,36165,2344,3032
Ford,Mustang,108144,2018,Emily Davis,Michael Davis,25095,2650,3782
Ford,Mustang,38376,2020,Michael Brown,Patricia Brown,36385,1774,4778
Ford,Edge,118154,2016,John Carter,Linda Jones,16420,1367,4044
Ford,Explorer,118103,2015,Emily Davis,Jennifer Davis,15875,2538,4862
Ford,Edge,42688,2024,Emily Davis,Linda Garcia,17961,1486,8432
Ford,Mustang,55568,2016,Michael Brown,Michael Smith,27354,808,4624
Ford,Mustang,32611,2022,John Carter,Elizabeth Williams,19234,599,8721
Ford,Edge,52721,2022,John Carter,John Brown,15999,1950,9939
Ford,Edge,43913,2021,Michael Brown,John Garcia,48316,2140,2329
Ford,Explorer,119512,2022,Emily Davis,Jennifer Brown,39485,775,3224
Ford,Explorer,111157,2019,Emily Davis,Robert Brown,37645,1058,242
Ford,Edge,55531,2024,Emily Davis,Robert Jones,29099,1438,9273
Ford,Escape,64623,2019,Sarah Wilson,Patricia Miller,15758,1866,8595
Ford,Bronco,27619,2018,John Carter,John Johnson,48324,1362,6660
Ford,Mustang,42788,2022,Emily Davis,Jennifer Brown,31869,927,6766
Ford,Explorer,33983,2020,John Carter,Elizabeth Miller,31840,1090,7587
Ford,F-150,106910,2020,John Carter,Linda Davis,33875,1987,3519
Ford,Bronco,38897,2016,John Carter,Robert Smith,35828,1439,9948
Ford,F-150,103005,2020,Emily Davis,John Smith,32646,1768,8831
Ford,Mustang,18999,2019,Emily Davis,Patricia Martinez,37631,2958,5845
Ford,Escape,7773,2023,John Carter,Elizabeth Miller,16854,1816,6644
Ford,Edge,86818,2017,Emily Davis,Elizabeth Jones,45351,502,7296
Ford,Mustang,89498,2015,Sarah Wilson,Mary Garcia,39580,2955,2232
Ford,Bronco,71797,2016,John Carter,Elizabeth Garcia,28191,1612,6238
Ford,Mustang,90063,2023,John Carter,William Davis,38927,2250,9499
Ford,Mustang,13591,2015,John Carter,Elizabeth Jones,15367,2972,7557
Ford,Edge,19231,2018,John Carter,John Miller,27957,2935,7222
Ford,Edge,58938,2015,Emily Davis,Elizabeth Williams,39785,609,2057
Ford,Bronco,83214,2021,Sarah Wilson,Elizabeth Davis,18059,2333,6288
Ford,Explorer,33882,2023,Sarah Wilson,William Garcia,24141,2767,922
Ford,Escape,55716,2015,Sarah Wilson,Robert Miller,28842,1281,8252
Ford,Bronco,21668,2022,John Carter,Jennifer Brown,45944,785,4697
Ford,Explorer,81462,2016,Sarah Wilson,Mary Williams,25131,2387,9537
Ford,Explorer,92910,2018,Sarah Wilson,John Martinez,46958,2890,4902
Ford,Edge,58504,2020,Michael Brown,Michael Brown,19631,1173,2236
Ford,Edge,32084,2019,Emily Davis,Mary Garcia,34095,883,8890
Ford,Explorer,41761,2016,Michael Brown,Mary Miller,25751,1894,4615
Ford,Mustang,90711,2022,Michael Brown,Elizabeth Davis,42157,1731,470
Ford,F-150,65221,2022,John Carter,John Miller,43421,1232,3810
Ford,Mustang,40280,2016,Michael Brown,Mary Smith,40194,846,6343
Ford,F-150,65562,2024,Sarah Wilson,Jennifer Miller,24406,2337,6561
Ford,F-150,116353,2022,John Carter,Linda Martinez,33950,1495,8446
Ford,Mustang,95010,2024,Emily Davis,James Smith,30526,2946,6585
Ford,Escape,39757,2024,Sarah Wilson,Robert Miller,35207,2469,717
Ford,Explorer,50544,2017,Emily Davis,John Williams,21532,773,8705
Ford,Mustang,30318,2017,Emily Davis,James Garcia,48090,1859,8682
Ford,Mustang,18037,2016,John Carter,Patricia Garcia,49354,1435,7977
Ford,F-150,45137,2023,Emily Davis,Elizabeth Rodriguez,21578,1457,7831
Ford,Mustang,77566,2021,Michael Brown,Linda Johnson,46546,2316,4561
Ford,Explorer,7279,2015,Michael Brown,Jennifer Rodriguez,26303,2205,6091
Ford,Explorer,60474,2020,John Carter,James Jones,42202,1511,4649
Ford,Explorer,102889,2019,John Carter,Elizabeth Johnson,16521,635,3583
Ford,Mustang,91135,2019,Michael Brown,Robert Miller,29922,1247,8185
Ford,Bronco,100180,2020,John Carter,Linda Williams,34003,1880,5696
Ford,Edge,64362,2020,Sarah Wilson,Patricia Davis,45220,2139,240
Ford,Explorer,92040,2024,Emily Davis,William Johnson,27353,1920,7115
Ford,Mustang,75846,2016,John Carter,Linda Johnson,31346,2629,6978
Ford,Edge,76727,2016,Emily Davis,Patricia Rodriguez,37357,1884,5923
Ford,F-150,98488,2023,Emily Davis,Patricia Brown,24271,2089,4441
Ford,Escape,54834,2022,Sarah Wilson,Elizabeth Davis,18551,1094,2844
Ford,Bronco,117918,2018,Emily Davis,Patricia Brown,42703,2914,8328
Ford,Escape,75388,2023,Emily Davis,Elizabeth Miller,45089,849,4950
Ford,Mustang,96373,2018,John Carter,Patricia Williams,34372,2943,4835
Ford,F-150,57678,2018,Emily Davis,William Jones,29082,2132,6437
Ford,Edge,28719,2015,Sarah Wilson,James Rodriguez,25168,1389,7509
Ford,Escape,78805,2020,Sarah Wilson,Jennifer Brown,27974,513,8776
Ford,Bronco,65059,2023,Emily Davis,Mary Jones,22619,1948,9546
Ford,Escape,61121,2020,John Carter,Jennifer Rodriguez,16708,1321,9877
Ford,Mustang,83265,2024,John Carter,Elizabeth Brown,39218,2213,9368
Ford,Bronco,71796,2019,Sarah Wilson,Michael Martinez,28669,1247,2496
Ford,Mustang,45615,2015,John Carter,William Smith,39181,2526,8250
Ford,F-150,112284,2018,Emily Davis,Linda Johnson,27379,1208,8938
Ford,Explorer,113512,2022,Michael Brown,William Smith,18009,1995,5376
Ford,F-150,85620,2024,Sarah Wilson,Jennifer Brown,34592,2050,8414
Ford,Mustang,71338,2019,John Carter,Patricia Brown,25950,2426,2005
Ford,Escape,43754,2018,John Carter,Jennifer Garcia,39042,1335,6110
